No,Title,Author,Journal,Vol,No,Pages,Published_Year
4616,内側側頭葉てんかん術前検査におけるMEG再検の有用性,"白水 洋史, 増田 浩, 福多 真史, 亀山 茂樹",生体医工学,Annual59,Abstract,350,2021
4617,てんかん患者に対する迷走神経刺激術の脳内ネットワークへの影響,"片桐 匡弥, 橋詰 顕, 香川 幸太, 瀬山 剛, 岡村 朗健, Chan Hui-Ling, 原田 宗子, 山脇 成人, 飯田 幸治",生体医工学,Annual59,Abstract,349,2021
4618,磁場源推定における不確かさの改善- 隣接する脳磁計に含まれる参照センサを用いて(続報) -,"上原 弦, 小山 大介, 河端 美樹, 足立 善昭, 宮本 政和, 河合 淳, 樋口 正法, 春田 康博",生体医工学,Annual59,Abstract,348,2021
4619,Frequency characteristics of biomagnetic signals: verification by MEG measurements,"大塚 明香, Hironori Nishimoto, Koichi Yokosawa, Shinya Kuriki",生体医工学,Annual59,Abstract,347,2021
4620,センサ可動型治具を用いた磁気抵抗効果（MR）素子による体性感覚誘発脳磁場（SEF）の測定,"辰岡 鉄郎, 川端 茂徳, 橋本 淳, 星野 優子, 関原 謙介, 澁谷 朝彦, 足立 義昭, 大川 淳",生体医工学,Annual59,Abstract,346,2021
4621,ハイブリッド型光ポンピング磁気センサによるMEGのガラスセル内多点同時計測,"大谷 康介, 江田 大輝, 伊藤 陽介, 小林 哲生",生体医工学,Annual59,Abstract,345,2021
4622,視覚誘発信号計測による磁界バイアス式脳機能計測システムの有効性の検証,"松永 諒, 樋脇 治",生体医工学,Annual59,Abstract,344,2021
4623,対話中の言葉の理解/表出に関わる脳活動―MEG ハイパースキャニングによる研究,"穴田 理紗, 渡辺 隼人, 白石 秀明, 横澤 宏一",生体医工学,Annual59,Abstract,343,2021
4624,MEGハイパースキャニングによる非言語コミュニケーション中の脳領域間の相関活動,"金 柱亨, 小野 弓絵, 高野 一義, 渡辺 隼人, 柳生 一自, 横澤 宏一, 白石 秀明, 齋藤 卓弥",生体医工学,Annual59,Abstract,342,2021
4625,MEGハイパースキャニングによる音楽的コミュニケーション時の脳活動計測－役割による認知負荷の差異－,"米田 菜乃, ボーセン ジャレッド, 渡辺 隼人, 齊藤 卓弥, 白石 秀明, 横澤 宏一",生体医工学,Annual59,Abstract,340,2021
4626,ハイパースキャニングに用いる２台の脳磁計で推定した脳活動位置の比較,"渡辺 隼人, 下條 暁司, 高野 一義, 大西 祥貴, 白石 秀明, 横澤 宏一",生体医工学,Annual59,Abstract,339,2021
4627,１日間隔の鍼刺激が循環器系及び自律神経系に及ぼす影響,"宮本 成生, 塩澤 成弘",生体医工学,Annual59,Abstract,338,2021
4628,がん疼痛患者におけるデフォルトモードネットワーク活動の低下,"ベン フェイ, 小川 万由子, 小野 弓絵, リン ブンエイ",生体医工学,Annual59,Abstract,337,2021
4629,認知行動療法に基づく視線訓練システムの開発,"福田 京平, 中口 俊哉, 松本 淳子, 佐原 佑治, 平野 好幸, 須藤 千尋, 滝口 直美, 宮内 政徳, 池田 友紀, 清水 栄司",生体医工学,Annual59,Abstract,336,2021
4630,10W半導体レーザー照射による散乱光強度の計測,"竹内 伸行, 松本 昌尚",生体医工学,Annual59,Abstract,335,2021
4631,磁気力制御による新生血管閉塞療法に関する基礎的研究,"得丸 裕伍, 桐村 誠, 秋山 庸子, 真鍋 勇一朗, 佐藤 文信",生体医工学,Annual59,Abstract,334,2021
4632,高速度カメラを用いた３方向等角投影によるｅＰＴＦＥ弁葉挙動可視化システムの開発,"永野 友香, 白石 泰之, ナラコット アンドリュー, 山田 昭博, 山岸 正明, 山家 智之",生体医工学,Annual59,Abstract,333,2021
4633,人工肺中空糸膜の血液適合性向上を目指した架橋型リン脂質ポリマーによる表面修飾,"内田 和杜, 原 伸太郎, 増田 造, 高井 まどか",生体医工学,Annual59,Abstract,332,2021
4634,超小型軸流血液ポンプ用磁性流体軸シールの損失検討,"岡本 英治, 矢野 哲也, 関根 一光, 井上 雄介, 白石 泰之, 山家 智之, 三田村 好矩",生体医工学,Annual59,Abstract,331,2021
4635,生体と医療機器の境界面で使用するハイブリッド材料の最適足場検討,"井上 雄介, 川瀬 由季乃, 田代 彩夏, 斎藤 逸郎, 磯山 隆, 山田 昭博, 山家 智之, 寺澤 武, 佐藤 康史, 武輪 能明",生体医工学,Annual59,Abstract,330,2021
4636,頭蓋内脳波を用いたブレインマシンインターフェースによるロボットアームの３次元リアルタイム制御,"藏富 壮留, Palmer Jason, 陳 鵬, 姜 銀来, 横井 浩史, 平田 雅之",生体医工学,Annual59,Abstract,329,2021
4637,ペダリング動作における負荷量とクランク長の変化が及ぼす筋電図学的検討；ケーススタディ,"増田 一太, 万野 真伸, 豊吉 巧也, 塩澤 成弘",生体医工学,Annual59,Abstract,328,2021
4638,血管組織の構築を目指したバイオファブリケーションプロセスの開発,"竹花 靖孝, 南井 礼寛, 中村 真人, 岩永 進太郎, 黒岡 武俊",生体医工学,Annual59,Abstract,327,2021
4639,パルスジェットメスの水中照射の際の飛沫飛散に関する基礎的研究,"影山 宗祐, 中川 敦寛, 川口 奉洋, 大谷 清伸, 大沢 伸一郎, 遠藤 俊毅, 冨永 悌二",生体医工学,Annual59,Abstract,326,2021
4640,高密度培養デバイスと3次元CNNを用いたhiPS胚様体の生産効率化,"江崎 ゆり子, 須田 修矢, 池内 真志",生体医工学,Annual59,Abstract,325,2021
4641,光応答性ポリマーを用いた細胞選抜システムの開発,"御舩 愛輔, 齋藤 大輔, 池内 真志",生体医工学,Annual59,Abstract,324,2021
4642,マイクロウェルシステムによる顕微鏡下精巣精子採取術の高速化,"江崎 ゆり子, 加地 宏乃介, 池内 真志",生体医工学,Annual59,Abstract,323,2021
4643,超音波照射下におけるドキソルビシン付着型アルブミンナノ粒子の徐放性の評価,"新里 美瑠, 加藤 祐次, 橋本 守, 工藤 信樹",生体医工学,Annual59,Abstract,322,2021
4644,傾斜2重巻きばね形状の圧縮による低寄生容量なMRI用マイクロコイル,"佐藤 萌子, 土肥 徹次",生体医工学,Annual59,Abstract,321,2021
4645,細胞の電気回転速度を指標とした分化誘導剤の評価,"鈴木 雅登, 竹内 梨乃, 安川 智之",生体医工学,Annual59,Abstract,320,2021
4646,Carving Imaging技術を用いた乳房用超音波CT装置の高画質化の検討,"坪田 悠史, 寺田 崇秀, 鈴木 敦郎, 田中 宏樹",生体医工学,Annual59,Abstract,319,2021
4647,非侵襲的な静脈圧測定に向けたペン型圧迫装置の開発と血管領域抽出法の検討,"WU JIANI, 秋田 新介, 篠崎 真良, 中口 俊哉",生体医工学,Annual59,Abstract,318,2021
4648,血漿パゾパニブ濃度の迅速・簡便測定を目指した計測システムの構築,"緒方 元気, 齋木 琢郎, 澤村 晴志朗, ラズビナ オリガ, 渡邉 航太, 加藤 理都, 浅井 開, 花輪 藍, 松本 吉史, 森山 雅人, 西條 康夫, 楠原 洋之, 栄長 泰明, 日比野 浩",生体医工学,Annual59,Abstract,317,2021
4649,2種類のAI異常検知カスケードを用いたFDG-PET/CT像上がん骨転移検出,"山口 明乃, 根本 充貴, 甲斐田 勇人, 木村 裕一, 永岡 隆, 山田 誉大, 花岡 宏平, 北島 一宏, 槌谷 達也, 石井 一成",生体医工学,Annual59,Abstract,316,2021
4650,機械学習を用いた高齢者の移動能力評価法の開発,"伏木 涼馬, 秋山 庸子, 真鍋 勇一郎, 佐藤 文信, 藤田 和樹",生体医工学,Annual59,Abstract,315,2021
4651,光による内シャント透視イメージングに関する基礎的検討 32波長画像演算による血管狭窄画像明瞭化の検討,"神山 英昇, 北間 正崇, 清水 久恵, 山下 政司, 小島 洋一郎, 菊池 明泰, 清水 孝一",生体医工学,Annual59,Abstract,313,2021
4652,ドップラーレーダーを用いた非接触計測によるオーダーメイド型・リアルタイム肺炎モニターの開発と臨床応用,"神田 雅大, 大竹 裕介, 伊藤 諒, 小林 剛, 孫 光鎬, 箱崎 幸也, 松井 岳巳",生体医工学,Annual59,Abstract,312,2021
4653,CT画像によるCOVID-19性肺炎診断支援システムKindAI-COVIDの開発,"永岡 隆, 小塚 健倫, 根本 充貴, 波部 斉, 山田 誉大, 吉田 久, 木村 裕一, 石井 一成",生体医工学,Annual59,Abstract,311,2021
4654,COVID-19蔓延防止のための独立成分分析を用いた実用型・感染症スクリーニングシステムの開発,"長谷見 航平, 草野 紘平, 孫 光鎬, 阿部 重人, 松井 岳巳",生体医工学,Annual59,Abstract,310,2021
4655,CT画像上のテクスチャ解析によるESWL治療可能な尿路結石の自動認識,"中前 有香子, 根本 充貴, 木村 裕一, 永岡 隆, 山田 誉大, 出口 龍良, 山下 真平, 柑本 康夫, 原 勲",生体医工学,Annual59,Abstract,309,2021
4656,内部配線、電子部品を有した内視鏡用非平面微細部品,"江 城, 鶴岡 典子, 芳賀 洋一",生体医工学,Annual59,Abstract,307,2021
4657,ウェアラブル心拍センサを用いたうつ状態の心拍変動と活動量,"小松 陽子, 古賀 賀恵, 篠崎 亮, 清水 祐輔, 功刀 浩",生体医工学,Annual59,Abstract,306,2021
4658,認知症診断AIアルゴリズム学習のためのCycleGANで合成したPET画像の定量的検証,"渡邉 綾, 山田 誉大, 渡辺 翔吾, 永岡 隆, 根本 充貴, 宮崎 晃一, 花岡 宏平, 甲斐田 勇人, 石井 一成, 木村 裕一",生体医工学,Annual59,Abstract,305,2021
4659,機械学習を利用した、経食道エコードプラーによる心拍出量モニターの開発,"上村 和紀, 西川 拓也, 川田 徹, 鄭 燦, 李 梅花, 朔 啓太, 杉町 勝",生体医工学,Annual59,Abstract,304,2021
4660,より安全な心臓リハビリテーションを提供するためのスマートグラスを活用したモニタリングシステムの開発,"梅本 朋幸, 平野 朝士, 岡安 健, 酒井 朋子, 笹野 哲郎",生体医工学,Annual59,Abstract,303,2021
4661,口腔画像の自動診断における撮影機器の違いによる影響―一眼レフと蛍光観察機器の比較―,"村上 遥, 野田 明里, 森川 貴迪, 高野 正行, 尾上 恵美子, 柴原 孝彦, 星 和人, 松尾 豊",生体医工学,Annual59,Abstract,301,2021
4662,Two-stream CNNとリカレントニューラルネットワークを用いた新生児General Movements動画像識別,"橋本 悠己, 川野 晃輔, 飯島 直也, 古居 彬, 島谷 康司, 辻 敏夫",生体医工学,Annual59,Abstract,300,2021
4663,ディープラーニングによる物体検出：膀胱内視鏡における膀胱癌診断,"牟田口 淳, 小田 昌宏, 小林 聡, 猪口 淳一, 森 健策, 江藤 正俊",生体医工学,Annual59,Abstract,299,2021
4664,3D U-Netを用いた死後CT画像における肺領域の抽出,"山口 隼弥, 松延 佑将, 奥村 美紀, 池田 典昭, 徳安 達士",生体医工学,Annual59,Abstract,298,2021
4665,CTと3次元画像解析システムを用いた外反母趾足と健常足の中足骨の捻れの評価-治療に直結する医工連携の形-,"木村 正, 窪田 誠, 木原 匠, 服部 麻木, 鈴木 直樹, 斎藤 充",生体医工学,Annual59,Abstract,297,2021
4666,３次元CT画像を用いた模擬ボーリング調査による脆弱性骨盤骨折検出法,"山本 侃利, らしぇどぅーら らーまん, 八木 直美, 林 圭吾, 丸尾 明宏, 村津 裕嗣, 小橋 昌司",生体医工学,Annual59,Abstract,296,2021
4667,脳磁図で発作間欠期の鋭一過性波のみ認めた症例での転帰についての検討,"河村 祐貴, 岡田 直, 山田 大輔, 光野 優人, 松橋 眞生, 高橋 良輔, 池田 昭夫",生体医工学,Annual59,Abstract,295,2021
4668,パーキンソン病における皮質広域での菲薄化パターンに基づいた広範な臨床症状の予測,"菊池 紗瑛子, 白上 新, 下野 昌宣",生体医工学,Annual59,Abstract,294,2021
4669,Free flap perfusion prediction by laser doppler flowmetry based time series analysis.,"兒玉 浩希, Katsuhiro Ishida, Haruyuki Hirayama, Keita Kishi, Takeshi Miyawaki",生体医工学,Annual59,Abstract,293,2021
4670,運動トレーニングによる心肺機能の強度依存性適応変化,"伊藤 剛, 澤井 亨, 大槻 伸吾, 仲田 秀臣, 嶋田 愛, 中原 英博, 宮本 忠吉",生体医工学,Annual59,Abstract,292,2021
4671,吸気呼気CT画像位置合わせによる末梢気道病変抽出法に関する理論的検討,"北岡 裕子, 木島 貴志",生体医工学,Annual59,Abstract,290,2021
4672,サーモグラフィーを用いた自動的な両鼻孔の追跡によるロバストな呼吸数推定法,"中井 康平, 黒沢 正樹, 桐本 哲郎, 松井 岳巳, 孫 光鎬",生体医工学,Annual59,Abstract,289,2021
4673,SARS-CoV-2感染症における咳嗽予測システム並びに感染防止システムの発明,"山家 智之, 白石 泰之, 山田 昭博, 佐原 玄太",生体医工学,Annual59,Abstract,288,2021
4674,光電容積脈波を利用した認証に対するなりすまし攻撃への対策検討,"日夏 俊, 鈴木 大輔, 石塚 裕己, 池田 聖, 大城 理",生体医工学,Annual59,Abstract,287,2021
4675,灸がもたらす温熱刺激が心臓血管応答に及ぼす影響,"中原 英博, 河合 英理子, 伊藤 剛, 宮本 忠吉",生体医工学,Annual59,Abstract,286,2021
4676,心拍変動の振幅変動特性を用いたうっ血性心不全患者の死亡リスク評価,"前島 未季, 吉野 公三, 清野 健, 渡邉 英一",生体医工学,Annual59,Abstract,285,2021
4677,睡眠経過に依存した睡眠段階と心拍変動特性の関係,"中川 翔, 緒形 ひとみ, 清野 健, 金子 美樹, 重松 大輝",生体医工学,Annual59,Abstract,284,2021
4678,機能性食品摂取時の心拍変動性に対する経験的モード分解の適用,"吉野 朱香, 中村 晴信, 沖田 善光",生体医工学,Annual59,Abstract,283,2021
4679,高次フラクタル解析を用いた心拍変動のスケーリングクロスオーバー現象の評価,"藤本 雄大, 金子 美樹, 重松 大輝, 清野 健",生体医工学,Annual59,Abstract,282,2021
4680,心磁図の空間フィルタによる電流源推定におけるセンサ領域と分析領域の関係,"岩井 守生, 成田 青峰, 小林 宏一郎, 孫 文旭",生体医工学,Annual59,Abstract,281,2021
4681,複数測定面による心磁図を用いた電流源推定における空間フィルタ作製法,"大野 裕哉, 岩井 守生, 孫 文旭, 小林 宏一郎",生体医工学,Annual59,Abstract,280,2021
4682,手の昇降を利用した末梢の脈波による動脈の脈波伝播速度の推定,"内藤 勇成, 田中 明, 吉澤 誠",生体医工学,Annual59,Abstract,279,2021
4683,筋電信号の分散分布モデルに基づく人工振戦生成法の提案と生体模倣筋電義手への応用,"熊谷 遼, 畑元 雅璃, 李 佳キ, 大西 亮太, 古居 彬, 辻 敏夫",生体医工学,Annual59,Abstract,278,2021
4684,表面筋電位信号のベイズ確率モデルと動作パターン識別,"古居 彬, 辻 敏夫",生体医工学,Annual59,Abstract,277,2021
4685,筋電図波形と音響信号を用いたブラキシズム及び擬似クレンチングの自動検出,"長崎 光弘, Hoang Dinh Loc, 西村 多寿子, 峯松 信明, 水口 一, 窪木 拓男",生体医工学,Annual59,Abstract,276,2021
4686,Numerical Modeling of COP Fluctuation during Quiet Standing,"田脇 裕太, Takuichi Nishimura, Toshiyuki Murakami",生体医工学,Annual59,Abstract,275,2021
4687,静止立位姿勢時の足圧中心動揺にみられる非直交成分,"北中 宏明, イワン セレズノフ, 金子 美樹, 重松 大輝, 清野 健",生体医工学,Annual59,Abstract,274,2021
4688,皮膚色変化を用いた皮膚内部応力分布計測手法の予備的検討,"金子 征太郎, 石塚 裕己, 梶本 裕之",生体医工学,Annual59,Abstract,273,2021
4689,膜状の弁尖をもつ人工心臓弁の開発（弁尖の力学的異方性が弁機能におよぼす影響）,"関戸 耀太, 中山 泰秀, 田地川 勉",生体医工学,Annual59,Abstract,272,2021
4690,光干渉断層像を用いた皮膚組織レオロジー特性のマイクロ断層可視化法の基礎検討,"古川 大介, 佐伯 壮一, 近藤 宏樹",生体医工学,Annual59,Abstract,270,2021
4691,光干渉断層血管撮影（OCT Angiography）を用いた皮膚生理機能の3次元イメージング,中道 友,生体医工学,Annual59,Abstract,269,2021
4692,ドップラーＯＣＴを用いた変形性膝関節症診断システムの基礎的検討,"井上 敬介, 平田 智之, 佐伯 壮一, 塚原 義人",生体医工学,Annual59,Abstract,268,2021
4693,細菌の走化性強さの観測と数理モデルによる評価,"中井 唱, 國政 裕太, 後藤 知伸",生体医工学,Annual59,Abstract,267,2021
4694,生体医工学と医学物理学の融合が拓く放射線治療の新展開,中村 光宏,生体医工学,Annual59,Abstract,266,2021
4695,Super-resolution and from-2D-to-3D CT image reconstruction based on machine learning techniques,武 淑瓊,生体医工学,Annual59,Abstract,265,2021
4696,非観測領域における生体画像情報の統計的再構成,中尾 恵,生体医工学,Annual59,Abstract,264,2021
4697,Reassessment of near-infrared spectroscopy for measuring human cognitive function,"精山 明敏, Tatsuro Miura, Sayaka Okahashi, Nami Konishi, Cassim Monte",生体医工学,Annual59,Abstract,263,2021
4698,Mixed Reality技術を用いた３Dリハビリテーションシステムの開発と展開,"坂本 憲太, 橋本 晋吾, 田口 周, 長谷 公隆",生体医工学,Annual59,Abstract,261,2021
4699,人とモノを結ぶ作業療法の実践技術 -いまの先端技術を応用して-,"南 征吾, 小林 隆司, 青山 朋樹",生体医工学,Annual59,Abstract,260,2021
4700,動作推定を用いた上肢機能評価モデル作成の試み,"鈴木 賢人, サントス ルチアーノ, 劉 暢, 植嶋 大晃, 山本 豪志朗, 岡橋 さやか, 平木 秀輔, 杉山 治, 岡本 和也, 黒田 知宏",生体医工学,Annual59,Abstract,259,2021
4701,画像処理による手術器具の位置推定,"菅野 貴皓, 八島 嘉希, 宮嵜 哲郎, 川瀬 利弘, 曽我部 舞奈, 川嶋 健嗣",生体医工学,Annual59,Abstract,258,2021
4702,内視鏡外科手術における医原性合併症の回避を目的とした人工知能システムの開発,"徳安 達士, 松延 佑将, 篠塚 賢一, 上山 都士也, 坂口 誠一郎, 石掛 真人, 江部 康平, 中沼 寛明, 藤永 淳郎, 白坂 美哲, 鈴木 浩輔, 河野 洋平, 遠藤 裕一, 衛藤 剛, 猪股 雅史",生体医工学,Annual59,Abstract,257,2021
4703,深層学習を用いた医用画像処理と画像を超えた応用,小田 昌宏,生体医工学,Annual59,Abstract,256,2021
4704,Artificial Intelligence in Medicine,"中島 義和, Takaaki SUGINO, Toshihiro KAWASE, Shinya ONOGI, Masumi AI",生体医工学,Annual59,Abstract,255,2021
4705,Pregnancy care,千草 義継,生体医工学,Annual59,Abstract,254,2021
4706,長時間作用型注射剤,原島 伸一,生体医工学,Annual59,Abstract,253,2021
4707,インスリンポンプ療法,廣田 勇士,生体医工学,Annual59,Abstract,252,2021
4708,持続血糖モニター　Continuous glucose monitoring,西村 亜希子,生体医工学,Annual59,Abstract,251,2021
4709,血糖自己測定（SMBG）を取り巻く糖尿病管理の現在,東 真弓,生体医工学,Annual59,Abstract,250,2021
4710,fNIRS国際規格における光学ファントムの現状，将来展望,"谷川 ゆかり, 川口 拓之",生体医工学,Annual59,Abstract,249,2021
4711,fNIRS装置と国際規格80601-2-71開発,江田 英雄,生体医工学,Annual59,Abstract,248,2021
4712,ハイパースキャンによるライブでの二者相互作用神経メカニズム研究の新展開,田邊 宏樹,生体医工学,Annual59,Abstract,247,2021
4713,うつ病の病態に基づくニューロフィードバック治療開発におけるNIRSの有用性について,"横山 仁史, 山脇 成人, 岡田 剛, 岡本 泰昌",生体医工学,Annual59,Abstract,246,2021
4714,Changes in Japanese heart rate variability over time as seen in ALLSTAR big data,"早野 順一郎, Emi Yuda",生体医工学,Annual59,Abstract,245,2021
4715,遊園地アトラクションのVRを活用した高齢者の生体反応評価,"吉田 豊, 金子 格, 湯田 恵美",生体医工学,Annual59,Abstract,244,2021
4716,トンネル磁気抵抗素子を用いた室温脳磁計による体性感覚誘発磁界の測定,"菅野 彰剛, 大兼 幹彦, 藤原 耕輔, 松﨑 斉, 安藤 康夫, 中里 信和",生体医工学,Annual59,Abstract,243,2021
4717,MRI画像におけるnoise2noiseとnoise2clearの比較検討,平原 大助,生体医工学,Annual59,Abstract,242,2021
4718,医療分野におけるAI研究の現状と課題,"下川 大輝, 植田 琢也",生体医工学,Annual59,Abstract,241,2021
4719,Therapeutic potential of ultrasound and electrical stimulation via immunoregulation,前重 伯壮,生体医工学,Annual59,Abstract,240,2021
4720,物理療法によるメカニカルストレスを活用した新たな骨折・骨粗鬆症治療法の開発,"井上 翔太, 畠山 隼平, 青木 仁, 黒木 裕士, 新倉 隆宏, 大江 啓介, 福井 友章, 黒田 良祐, 秋末 敏宏, 森山 英樹",生体医工学,Annual59,Abstract,239,2021
4721,Intrapulmonary Percussive Ventilator(IPV) の排痰補助効果に関する理論的検討,"北岡 裕子, 緒方 健一",生体医工学,Annual59,Abstract,238,2021
4722,超音波による変形性膝関節症評価,"喜屋武 弥, 伊藤 明良, 中川 泰彰, 向井 章悟, 黒木 裕士",生体医工学,Annual59,Abstract,237,2021
4723,末梢神経再生に最適な超音波刺激方法の開発,"河合 秀紀, 伊藤 明良, 王 天舒, 黒木 裕士",生体医工学,Annual59,Abstract,236,2021
4724,物理療法と再生リハビリテーション,"伊藤 明良, 河合 秀紀, 黒木 裕士",生体医工学,Annual59,Abstract,235,2021
4725,医療的ケア児の支援に向けて育児工学ができること,小谷 博子,生体医工学,Annual59,Abstract,234,2021
4726,乳幼児期における聴覚バリアフリー技術,中川 誠司,生体医工学,Annual59,Abstract,233,2021
4727,重度重複障害児とその家族を取り巻くバリアフリー,小﨑 慶介,生体医工学,Annual59,Abstract,232,2021
4728,細胞外マトリクスを介したメカノトランスダクションとその制御,山城 義人,生体医工学,Annual59,Abstract,231,2021
4729,幹細胞オルガノイドの形態形成における力学フィードバック機構,奥田 覚,生体医工学,Annual59,Abstract,230,2021
4730,Evolutionary significance of low oxygen environments in utero: Implications for heart regeneration.,"橋本 謙, Yuu Usui, Yoshihiro Ujihara, Akira Hanashima, Satoshi Mohri",生体医工学,Annual59,Abstract,229,2021
4731,Measuring and perturbing the micromechanics of intracellular structures,島本 勇太,生体医工学,Annual59,Abstract,228,2021
4732,生体細胞代謝に関与する血管物質交換の定量生体イメージング解析,本藏 直樹,生体医工学,Annual59,Abstract,227,2021
4733,血行力学を介した血管ネットワーク構築機構の解析,"中嶋 洋行, 望月 直樹",生体医工学,Annual59,Abstract,226,2021
4734,細胞間接着を制御する新規ペプチドの同定と解析,小田 裕香子,生体医工学,Annual59,Abstract,225,2021
4735,細胞膜メカノセンサーを介した血管リモデリング機構,"山本 希美子, 安藤 譲二",生体医工学,Annual59,Abstract,224,2021
4736,Intracranial aneurysm as a hemodynamic force-mediated inflammatory disease,青木 友浩,生体医工学,Annual59,Abstract,223,2021
4737,高血圧性腎障害モデルにおけるポドサイト障害とそのメカノ感受応答機構,長瀬 美樹,生体医工学,Annual59,Abstract,222,2021
4738,間質流によって促進されるグリオーマ幹細胞の浸潤とそのメカニズムの検討,"須藤 亮, 池上 直希, 植林 葵, 山下 忠紘",生体医工学,Annual59,Abstract,221,2021
4739,酵素含有刺激応答性ハイドロゲル/フォトニック結晶ハイブリッドの作製とグルコースセンサへの応用,"遠藤 達郎, 小林 奈緒, 川崎 大輝, 山田 大空, 末吉 健志, 久本 秀明",生体医工学,Annual59,Abstract,219,2021
4740,生体に装着・挿入する化学・機械トランスデューサのための研究,長倉 俊明,生体医工学,Annual59,Abstract,218,2021
4741,核酸アプタマー選抜・解析に基づく生体由来夾雑系試料の評価法開発,末吉 健志,生体医工学,Annual59,Abstract,217,2021
4742,医療トランスデューサに資するフォトニック情報技術,谷田 純,生体医工学,Annual59,Abstract,216,2021
4743,臓器細胞と血管網の界面設計によるMicrophysiological systems（MPS）の開発,横川 隆司,生体医工学,Annual59,Abstract,215,2021
4744,生体信号計測・解釈研究のこれまでとこれから,早野 順一郎,生体医工学,Annual59,Abstract,214,2021
4745,生体信号処理と解釈: 生体信号理解のための道具箱,八名 和夫,生体医工学,Annual59,Abstract,213,2021
4746,極微弱光計測技術を応用した皮膚酸化ストレスの非侵襲的評価,"土田 克彦, 小林 正樹",生体医工学,Annual59,Abstract,212,2021
4747,Local impedance monitoring for arrhythmia ablation: an ex vivo study of catheter angle dependence,"小川 恵美悠, Hidehira Fukaya, Gen Matsuura, Sota Kawakami",生体医工学,Annual59,Abstract,211,2021
4748,画像解析による尿試験紙判定システム構築に向けた尿アルブミンにおける基礎的検討,"木田 直弥, 横山 徹, 清水 久恵, 山下 政司",生体医工学,Annual59,Abstract,210,2021
4749,自在に変形可能なコラーゲンゲルチューブを用いた血管組織の化学応答および薬剤反応再現,"板井 駿, 尾上 弘晃",生体医工学,Annual59,Abstract,209,2021
4750,生体内腐食環境・力学的負荷を模擬したＭｇ合金製生体吸収性ステントの生体外破断耐久性評価システムの開発,"石綱 ゆうみ, 安田 優真, 村上 慶輔, 岩崎 清隆",生体医工学,Annual59,Abstract,208,2021
4751,心筋細胞のメカノストレス応答を解明する拍動同期伸展システム,"小泉 彩芽, 木村 雄亮, 青山 千裕, 池内 真志",生体医工学,Annual59,Abstract,207,2021
4752,臨床工学技士会国際交流の最近の話題,吉岡 淳,生体医工学,Annual59,Abstract,206,2021
4753,臨床工学国際推進財団の最近の活動,楢村 友隆,生体医工学,Annual59,Abstract,205,2021
4754,臨床工学技士の国際協力の現場,辻 義弘,生体医工学,Annual59,Abstract,204,2021
4755,患者を起点とした医療機関間の診療情報流通とその基盤を活用した新しい医療の実現,"武田 理宏, 小西 正三, 真鍋 史朗, 岡田 佳築, 松村 泰志",生体医工学,Annual59,Abstract,203,2021
4756,「課題のショーケース」としての病院：「モノ」から「コト」にシフトする中での新しい役割,"中川 敦寛, 小鯖 貴子, 奥山 節子, 市ノ渡 真史, 冨永 悌二",生体医工学,Annual59,Abstract,202,2021
4757,臨床研究法の該当性に関するガイドラインと別表作成の動き,"黒田 知宏, 櫻井 理紗, 木村 裕一",生体医工学,Annual59,Abstract,201,2021
4758,臨床研究法の見直しの検討について,"野村 由美子, 吉岡 恭子, 川畑 研介, 西方 修馬, 藤巻 寿子, 笠松 淳也",生体医工学,Annual59,Abstract,200,2021
4759,臨床工学技士と臨床研究活動（現場で研究活動を行う上で障害になっているもの）,松井 智博,生体医工学,Annual59,Abstract,199,2021
4760,研究・開発・社会実装としての医工連携,加藤 博史,生体医工学,Annual59,Abstract,198,2021
4761,臨床研究の一例～血液浄化療法における局所混合血酸素飽和度測定の有用性と新たなデバイスの開発～,鈴木 尚紀,生体医工学,Annual59,Abstract,197,2021
4762,臨床工学技士が現場で研究活動する意義　(over view),人見 泰正,生体医工学,Annual59,Abstract,196,2021
4763,Intelligent Living Cell (iL-Cell)～究極の個別化医療の実現～,"樋口 ゆり子, 松下 智直, 高須 清誠, 内田 智士",生体医工学,Annual59,Abstract,195,2021
4764,Psyche Navigation Systemによる安寧と活力が共存する社会の実現を目指して：仏教的観点から,熊谷 誠慈,生体医工学,Annual59,Abstract,194,2021
4765,分断を克服し「人類の調和」を実現するための科学技術に関する調査研究,"佐久間 洋司, 井上 昂治",生体医工学,Annual59,Abstract,193,2021
4766,「望めば誰もが安心して子供を産み育てられる社会」の実現のために科学技術ができること,吉田 慎哉,生体医工学,Annual59,Abstract,192,2021
4767,科学技術と向き合う法・倫理観：ポスト・アントロポセン社会における法・倫理観とは？,秋山 肇,生体医工学,Annual59,Abstract,191,2021
4768,Dialog　Actの遷移を用いた議論プロセスの分析手法,"西原 陽子, 辻 晟矢, 砂山 渡, 山西 良典, 今城 志保",生体医工学,Annual59,Abstract,190,2021
4769,神経細胞の増殖と移動にともなう脳形態形成の数理モデリング,"亀尾 佳貴, 竹田 宏典, 安達 泰治",生体医工学,Annual59,Abstract,188,2021
4770,Computational modeling on intracranial fluid dynamics: cerebrospinal and interstitial fluids,"大谷 智仁, Shusaku Maeda, Shigeki Yamada, Yoshiyuki Watanabe, Selin Yavuz Ilik, Naoki Takeishi, Shigeo Wada",生体医工学,Annual59,Abstract,187,2021
4771,安定同位体O17水分子トレーサーによる脳内の水動態の可視化,工藤 與亮,生体医工学,Annual59,Abstract,186,2021
